Temperature (F),Pressure (psi),Vibration (mm/s),Humidity (%),Noise Level (dB),Usage Hours,Maintenance Frequency (per year),Power Fluctuations (per month),Machine Age (Years),Operator Experience,Failure Type
77.99685938972506,29.311472991385696,0.4964783997007528,38.704358598113835,65.07704981292314,2638,2,3,8,Medium,Leakage
75.05344761215291,26.03162209238625,0.6009859473610143,60.90227114827804,73.32436305727069,1799,9,2,7,Medium,No Failure
78.46641761529467,24.843973519175698,0.4750758570336862,56.918440225762744,74.34662789829261,7187,6,0,7,Low,Overheating
72.25738600753276,29.5182071932319,0.6083299036899289,45.80995933369064,72.56365694185742,7250,4,0,2,Medium,No Failure
78.8146895129703,36.970266876100474,0.5186970081336337,56.89211009629482,61.726637706658515,3972,6,1,5,Low,Bearing Failure
93.54869908375181,25.44474859345058,0.5614002469241351,34.45486244258221,74.88342806965238,4417,8,2,11,Low,Bearing Failure
97.03607960200358,38.9239429746775,0.5706354735534406,31.53262202813871,69.12819157716034,127,6,2,10,Medium,No Failure
67.7498598713192,32.54634843192966,0.32696005946342754,27.396509754562892,78.14324748726645,1499,9,1,2,High,No Failure
79.24699645503617,26.900093289435475,0.6081190423840825,45.65957296421395,74.74763244861151,6754,8,3,1,Medium,No Failure
68.97609627774858,25.783653175742643,0.4908194723460516,48.675466161599246,69.4625321795689,766,2,1,7,Medium,No Failure
56.9066581402174,36.57387812677011,0.4021613078309667,50.15732596286409,70.01601776657684,4993,2,3,10,Low,Overheating
68.68761138891033,28.47736569403183,0.5578446354225579,27.19038061788495,69.17652683299076,3956,8,1,5,Medium,No Failure
79.86119314516115,34.95386768748668,0.25280357395284747,36.07140322791538,67.61022776133827,9144,8,2,14,High,Overheating
74.49475005193743,23.834798727259248,0.34611372050276223,69.96193212130777,77.87756711878032,7751,4,1,11,Medium,Bearing Failure
73.09650240632513,35.904904364223356,0.5646853803641917,78.74462420345559,71.1001985495009,7756,4,0,1,Low,No Failure
74.92537875073346,30.9408735394186,0.40366041320140833,45.25720450814306,69.17354537277562,3344,8,2,6,Medium,Bearing Failure
85.65758046610856,34.18078177471907,0.4892501292458842,24.836115049867402,65.82480668629927,4897,6,1,7,Low,Overheating
56.53603902570579,28.49252820182483,0.3816329074826962,31.141172992716662,80.0815578890934,5090,8,1,7,Medium,No Failure
88.01295736960233,37.21789789421826,0.3767530976498884,48.4397227818591,72.7336073257794,3329,4,1,3,Medium,No Failure
59.163428998587555,30.03267120693805,0.3348785884339792,53.226050816228025,67.46527885975347,5042,3,2,11,Medium,No Failure
83.58277220973333,32.67862320452536,0.5317958086332732,74.67890643498372,65.95884892158523,2673,9,0,12,Medium,No Failure
73.18710630328356,26.08787316695887,0.6046361074922492,41.99471959828657,69.01449922991982,8550,3,2,13,Medium,No Failure
78.50329067868036,29.312713782605417,0.43092117052826756,23.104797026485162,72.997628282936,6087,2,4,9,High,Bearing Failure
76.99510762284348,30.831078796930008,0.5072736111344669,63.75981870957334,71.06142006894574,4422,2,1,8,Medium,No Failure
62.91394183601116,35.98190769492514,0.5705835042290939,48.145798425289684,74.7326098489949,5166,7,1,10,Medium,No Failure
64.20893130563066,33.199238210615185,0.6475450561283407,77.42243563996365,71.63477541910578,9006,6,2,14,Medium,No Failure
48.980289724503336,37.8208068119858,0.38651001301425586,32.777873203342835,65.29484905487054,1457,1,1,2,Medium,Overheating
74.95537647548508,32.52402189366845,0.5533382571575256,71.14309105950488,63.03568133451459,1443,1,1,2,Medium,No Failure
77.56334641131147,34.07209961892221,0.35154749492481063,42.073632098312956,72.98958980740612,3837,8,0,12,Low,Leakage
74.60864587138126,24.001866475645564,0.52940120018453,31.55946553611303,73.02852126568,4389,9,4,7,Low,No Failure
72.1622993573765,30.343583966965706,0.4105744712352012,57.31723960392297,67.0420412157776,8022,9,2,14,High,No Failure
71.26187130333966,34.94113397010148,0.4281536036256324,74.74606770128041,73.05103827410741,6733,3,0,11,Medium,No Failure
76.51336165770843,34.008324691300935,0.5376498614226571,78.9176227638271,75.5914011001904,8199,6,2,10,High,No Failure
71.82466027507823,36.17673170505622,0.568154272575058,37.29042132166419,74.6104213581208,7130,6,2,14,Low,No Failure
64.6790425042369,24.508685823597062,0.46471120874536803,52.38993034776155,73.13559406113654,2308,5,2,12,Medium,No Failure
82.51835985316808,25.782706269142366,0.5681753888218593,66.56370708019668,75.58857257611221,823,2,0,2,Medium,No Failure
82.39767628590448,30.950774544824036,0.42348130614869806,20.640097557370567,73.89822989089613,6179,9,3,5,Medium,No Failure
73.97428398350974,28.157932853759263,0.29373903147623,28.965898769241264,71.44182700818622,8432,5,3,4,Medium,No Failure
73.96818451507292,26.95076239456011,0.5256530445051943,20.213659691916224,68.0532284450365,6865,6,3,10,High,No Failure
63.84765847381432,25.430134806916413,0.44233204649368096,76.47241863893427,68.37228782336553,5589,3,1,2,Low,No Failure
74.9354796728795,36.413150675396544,0.5651922111817913,30.336535374772822,69.45219621794644,6851,8,3,9,Low,Overheating
75.0540325546608,28.123328151807307,0.5793312369986096,76.97305311673912,70.08462029991902,4633,4,1,12,High,No Failure
82.15432066128984,30.535934401838208,0.6327568895522324,73.45304747478755,77.5870445739307,6758,5,1,8,Medium,No Failure
73.8541315234694,23.894451678067416,0.436869076098717,67.89583495142526,72.69140383370339,1484,4,1,12,Low,Bearing Failure
86.37449500808312,35.58147499454892,0.3652351422184941,75.72044108710779,60.497533191430975,738,6,1,8,Low,No Failure
62.06001363177627,31.25861869736465,0.5976548068627663,60.78433985575678,70.92289575017762,2290,5,0,14,High,No Failure
61.88597086681553,29.488041416743204,0.6588924403850986,44.85183163953369,68.76332928309576,4971,3,2,2,High,No Failure
78.06694795052682,35.590001232929204,0.6341600272503899,65.73066652937487,67.88562391831928,8528,5,2,3,High,No Failure
55.67070965419318,27.034422976381606,0.6958174905094852,35.539215517508524,74.90123706926387,8253,6,3,1,Medium,No Failure
75.74270134913192,39.95729883676286,0.40885874463320615,30.903202519645383,67.64467908343269,9120,7,2,14,High,Bearing Failure
54.998775309230695,34.22080935847809,0.550157642776487,67.87863870256228,62.921551322304445,5916,6,1,12,Medium,No Failure
87.51944028702881,31.10889241520494,0.5109314481993866,62.925253256022316,68.16979973844616,1615,3,4,13,Medium,No Failure
